iid,grupo,or,ctor,sexo,edad,inve,uso_app,tarjeta_debito,tipo_tarjeta,formacion
432,trat2,0,0,1,53.17114542,53198.64219,0,0,3,3
433,ctrl,0,0,1,36.77715936,37412.35956,0,1,2,3
434,trat1,0,0,0,54.65474242,53547.64253,0,0,2,3
435,ctrl,0,0,0,37.0030252,44391.64929,1,1,2,2
436,trat2,1,0,1,45.59005668,34219.25163,1,1,2,3
437,ctrl,1,0,1,45.07497044,36693.62109,1,1,3,3
438,trat2,0,0,1,37.64520136,36356.11505,1,1,3,3
439,ctrl,0,0,0,57.844471,38035.93126,0,1,2,2
440,ctrl,1,0,1,70,58662.12592,1,1,3,3
441,ctrl,0,0,0,42.71671352,49919.63144,0,1,3,2
442,trat2,1,1,0,32.45793729,59064.7159,0,1,3,4
443,trat1,1,1,0,48.03232826,60447.55772,1,0,3,3
444,ctrl,0,0,1,42.99347055,52284.33016,0,1,1,2
445,trat1,0,0,0,31.69910698,48861.6676,1,1,1,3
446,trat1,0,0,1,44.35194327,42046.56479,0,1,2,3
447,trat1,1,0,1,49.36595351,46074.19163,0,0,3,5
448,ctrl,0,0,0,39.10197526,43178.20753,0,1,2,2
449,trat2,1,1,0,26.51368759,67177.01451,0,1,3,1
450,trat1,0,0,1,58.61442574,41579.22769,0,1,3,3
451,trat2,1,1,0,36.10344347,57359.56826,1,1,3,5
452,trat2,1,1,1,29.70583043,63385.77187,1,1,5,3
453,ctrl,0,0,1,43.70335609,49270.53644,0,1,2,2
454,ctrl,0,0,0,59.18578782,45835.36517,0,0,2,3
455,ctrl,0,0,1,61.41500271,33761.88577,0,1,5,2
456,trat1,1,0,1,67.27175109,44792.3256,1,0,3,3
457,trat1,0,0,1,65.0184318,38683.59559,1,1,4,3
458,trat1,1,1,1,66.48027622,60940.84686,0,0,1,2
459,ctrl,0,0,0,60.7860314,43580.03811,1,0,2,2
460,ctrl,0,0,1,54.08539659,49280.2253,1,1,3,1
461,trat1,1,0,0,44.7736681,38014.67645,1,0,5,3
462,trat2,1,1,0,19.62525756,67642.86261,1,1,3,3
463,trat2,1,1,1,47.73023521,65262.31514,1,0,3,2
464,ctrl,0,0,1,56.48036305,53123.2291,1,0,3,2
465,trat2,0,0,1,52.50954381,33197.76178,1,0,2,2
466,ctrl,1,1,1,61.58050403,28761.61343,1,1,2,1
467,ctrl,1,1,0,42.61553825,30787.57608,0,0,2,3
468,trat1,1,1,1,40.75939361,60406.37411,1,1,1,2
469,ctrl,0,0,0,51.71445169,46054.60623,1,1,3,2
470,trat1,1,1,0,51.22614975,63447.40826,1,1,3,3
471,ctrl,0,0,0,53.26590731,42942.94827,1,0,3,3
472,trat1,1,1,1,64.83440254,56946.01275,0,0,2,4
473,trat2,0,0,0,47.00410163,46273.33371,0,0,2,4
474,trat1,1,0,0,45.49986285,49728.65335,0,1,3,3
475,trat2,0,0,1,45.62226715,32013.61612,0,1,4,2
476,trat2,0,0,1,60.23213788,49912.23429,0,1,2,3
477,trat2,1,1,1,26.72759272,60963.14573,1,0,3,2
478,ctrl,0,0,0,70,34033.94779,1,1,2,3
479,ctrl,0,0,0,48.27766449,36649.40819,0,0,3,3
480,trat1,1,1,0,54.7238853,60009.61471,1,1,2,2
481,ctrl,0,0,1,51.14097356,51050.30558,1,0,2,5
482,trat1,0,0,0,52.13389384,45155.66432,0,1,3,2
483,ctrl,0,0,0,51.79218444,53034.95231,0,0,2,2
484,trat1,1,0,1,61.34831665,38861.42677,0,1,1,2
485,trat1,1,1,0,55.97762152,63904.47439,1,0,5,2
486,ctrl,0,0,0,42.91247687,39686.70889,0,1,3,2
487,ctrl,1,0,0,40.46154264,49098.19235,1,0,2,2
488,trat1,1,0,1,44.36094966,42661.00404,1,0,2,3
489,trat2,1,1,0,25.57048541,68198.12532,0,0,3,4
490,trat1,0,0,0,56.6372451,42405.76403,1,1,5,3
491,trat1,1,1,1,36.1517084,59444.47494,0,0,3,3
492,ctrl,0,0,0,57.3906246,39124.30501,1,1,2,5
493,trat2,0,0,1,42.94755215,40265.68336,0,0,3,3
494,trat1,0,0,0,50.28387119,51889.94271,0,0,2,3
495,ctrl,0,0,0,51.43794794,42766.39031,1,1,2,2
496,trat1,1,1,0,55.64280372,68091.87977,1,1,3,2
497,ctrl,0,0,1,50.32176386,52429.38356,0,0,4,3
498,ctrl,1,0,0,49.13779886,40816.95971,1,0,5,2
499,trat1,1,0,0,59.04528453,47955.54585,0,0,3,3
500,trat1,1,1,1,62.01908085,62616.72631,0,1,3,2
501,trat2,1,1,0,30.09244567,69219.54449,0,0,3,4
502,trat2,1,1,0,36.88377794,59462.8763,0,0,3,3
503,ctrl,0,0,0,47.71753904,42871.11383,0,0,3,2
504,ctrl,0,0,1,46.38212642,52483.66075,0,0,3,3
505,trat2,0,0,0,41.38798811,44626.85588,0,1,2,2
506,ctrl,0,0,0,44.86649232,51071.97176,1,1,3,5
507,trat2,0,0,0,55.94267293,38331.67661,1,0,3,2
508,trat2,1,1,1,53.48044755,60800.96137,0,0,3,2
509,trat1,0,0,1,64.03815274,52643.51035,1,1,2,3
510,trat2,0,0,1,65.36102967,42283.82421,0,0,4,2
511,trat2,1,1,0,26.38749936,62523.30331,0,1,3,4
512,ctrl,1,1,1,30.99917826,29921.9298,0,0,2,3
513,trat1,1,0,1,54.25101766,47341.7846,0,1,3,2
514,trat2,1,1,0,19.12202553,76305.20217,1,1,3,2
515,trat1,1,0,1,38.27839849,43614.3353,0,0,2,3
516,ctrl,0,0,1,62.49433272,38775.41566,1,1,3,3
517,trat2,0,0,1,44.31927529,40761.12791,0,1,2,3
518,trat1,1,1,0,50.3548227,62886.80369,0,0,3,3
519,ctrl,0,0,0,50.76551898,28597.26674,0,0,3,5
520,trat1,0,0,1,57.70881718,39367.23136,1,0,5,2
521,ctrl,0,0,0,51.24901008,54056.1459,1,1,3,2
522,trat2,0,0,1,45.86007584,41678.56557,0,0,3,5
523,ctrl,0,0,0,46.07511493,41985.47629,1,0,3,2
524,ctrl,0,0,1,40.49921118,39180.34649,0,0,2,4
525,trat2,1,1,0,33.78666843,57667.51675,1,0,3,3
526,trat1,1,0,1,32.31836894,47364.17509,0,1,3,3
527,trat1,0,0,1,39.22850555,48467.49677,1,0,3,2
528,ctrl,0,0,0,38.01388616,43765.66671,0,1,2,4
529,trat1,0,0,1,65.97236088,44604.51203,1,0,3,3
530,ctrl,1,0,0,56.10761918,49762.9231,1,1,3,1
531,trat1,0,0,1,45.64092935,42317.88987,1,1,2,4
532,trat1,1,1,0,47.94641309,56994.50161,1,1,3,2
533,trat2,1,1,1,34.4139143,62782.16643,0,1,3,3
534,trat1,1,0,0,52.51845029,50278.32377,0,1,1,3
535,ctrl,0,0,0,49.99352445,46357.12283,0,1,3,4
536,trat1,1,1,1,53.5748618,57012.48258,0,1,3,2
537,trat2,1,0,0,31.51380059,56846.59561,0,0,2,2
538,trat1,1,1,1,45.89240998,55688.64591,0,0,3,3
539,trat2,1,1,0,38.24087101,62949.14766,1,1,3,3
540,ctrl,0,0,0,31.82247377,49375.57312,1,1,3,2
541,trat1,1,0,1,54.76621086,44893.58238,0,0,3,1
542,ctrl,1,1,0,50.45481212,29558.23172,1,0,5,2
543,trat1,1,0,0,55.75128431,46609.64531,1,1,2,5
544,ctrl,0,0,1,41.19102091,44625.75276,1,0,3,3
545,trat1,1,1,0,51.54271888,55917.29161,1,1,3,1
546,trat1,1,1,1,46.8293063,58568.2917,1,1,3,3
547,ctrl,0,0,0,51.88183603,55930.98929,1,1,3,4
548,trat1,1,0,1,44.48969142,35153.0121,1,0,4,3
549,trat1,0,0,1,56.67738824,34788.74994,1,1,1,2
550,trat2,1,1,1,36.25349446,56794.88882,0,1,2,3
551,ctrl,0,0,0,41.94235354,45098.60079,1,0,2,2
552,ctrl,0,0,0,55.35009826,32275.84096,1,0,2,3
553,trat2,1,1,0,41.08886562,66643.845,0,0,3,3
554,trat1,1,0,0,54.14067697,49084.70202,0,1,2,2
555,trat2,1,1,0,35.8527222,69479.78635,1,1,3,2
556,trat2,1,1,0,44.17674968,65729.18543,1,0,4,4
557,trat2,0,0,0,56.82305622,44850.5604,1,1,5,2
558,trat2,1,1,0,37.60439129,58845.12575,0,1,3,2
559,trat2,0,0,1,48.11150147,45845.59034,1,0,4,2
560,ctrl,1,0,0,47.31003192,59106.91797,0,0,3,3
561,ctrl,0,0,1,61.63730529,46336.0335,1,1,3,2
562,trat1,1,1,0,35.4328907,63074.74253,0,0,3,3
563,trat1,0,0,1,68.48019603,47044.83745,0,0,5,1
564,ctrl,0,0,0,57.60359171,49485.40667,1,1,2,3
565,trat2,1,1,0,37.74664756,73359.88989,1,1,3,2
566,trat2,1,1,0,27.49431976,60097.9277,1,1,2,4
567,trat2,0,0,1,59.56520839,48785.79978,1,1,2,2
568,trat1,1,1,0,55.65296192,64681.23727,0,0,3,2
569,trat2,0,0,1,42.98332817,40132.39205,1,1,3,2
570,trat1,1,1,0,53.57608975,68307.63731,1,1,4,1
571,trat2,1,1,0,18,73200.61918,1,0,3,5
572,trat1,0,0,1,47.09638378,57605.50047,0,1,3,2
573,trat2,1,1,0,44.89193536,64214.49353,1,0,3,3
574,trat2,1,1,0,44.46626285,61376.80145,0,1,3,3
575,trat1,0,0,1,53.32155335,33714.71794,1,1,2,3
576,trat1,0,0,0,37.17877598,43740.15785,1,1,5,1
577,trat2,1,1,1,37.73619628,62296.74657,1,0,3,3
578,ctrl,0,0,0,41.99497822,46599.50625,1,1,2,3
579,trat2,1,0,0,45.11058939,41806.35998,0,0,5,4
580,trat2,1,1,0,37.89886852,67733.25453,1,1,3,2
581,trat1,1,1,0,45.68425226,70416.18233,0,1,5,2
582,trat1,0,0,1,52.18172061,42501.31336,0,1,5,2
583,trat1,0,0,1,39.63531925,44373.85081,1,1,3,3
584,trat2,0,0,0,63.43074054,39664.1269,0,0,3,3
585,trat1,0,0,1,53.13317009,42749.27537,1,0,2,3
586,ctrl,1,1,0,38.73348961,25603.06561,0,1,3,2
587,ctrl,0,0,0,37.03164904,40495.82173,0,0,3,2
588,trat2,1,0,0,55.15627191,44735.95016,1,1,5,2
589,trat1,1,1,0,68.02263338,59531.04061,0,1,3,3
590,trat2,1,1,0,33.43294621,62909.72318,1,1,3,3
591,trat2,1,0,1,58.0093802,31681.5519,1,1,3,3
592,ctrl,1,0,0,52.89369324,51201.00178,0,1,3,2
593,trat1,1,0,1,48.24034921,37327.62663,1,0,2,3
594,ctrl,0,0,1,37.15426438,44867.81105,1,1,4,3
595,ctrl,0,0,1,45.75525684,41983.50751,0,0,3,3
596,trat1,0,0,0,42.24807324,42475.53064,0,0,3,4
597,trat2,0,0,1,47.14041284,37300.60149,1,0,2,3
598,ctrl,0,0,1,52.00521076,42873.0108,0,0,2,1
599,trat1,1,0,1,47.62368482,47993.74797,0,1,1,5
600,ctrl,0,0,0,55.8565999,41496.98171,1,1,4,4
601,ctrl,0,0,1,54.07837383,49842.28278,0,1,2,3
602,trat1,0,0,0,44.79325374,51626.74485,1,0,2,3
603,ctrl,1,1,0,39.23178166,31488.57105,1,1,2,2
604,ctrl,0,0,1,47.77482158,55030.10381,0,1,2,1
605,ctrl,0,0,0,55.51482604,40805.28525,1,0,5,2
606,trat1,1,1,1,49.98749204,53220.78775,0,1,1,3
607,ctrl,0,0,1,44.40939925,49080.56296,0,1,2,5
608,trat1,0,0,0,48.99261881,48375.9008,1,0,2,2
609,ctrl,1,1,1,56.08653847,28407.32841,1,0,2,3
610,trat2,0,0,1,49.71044921,48642.355,1,0,5,2
611,trat2,1,0,1,46.87423973,49473.24644,1,0,3,2
612,ctrl,1,0,0,46.36963677,50265.16008,1,0,2,4
613,ctrl,0,0,1,57.96751924,45264.8355,1,1,2,3
614,trat1,0,0,1,53.44936859,46055.45715,0,1,2,3
615,trat2,0,0,1,42.55202665,41844.04709,1,0,2,3
616,trat1,0,0,0,54.72274659,40195.89707,1,1,4,1
617,trat1,0,0,0,43.1874405,39589.52487,1,1,2,2
618,trat1,1,1,1,63.98913875,68310.1197,1,1,3,3
619,trat1,1,0,1,54.77037393,41334.07501,0,0,5,4
620,ctrl,1,0,0,33.15251094,52275.70622,1,1,3,5
621,trat1,1,0,1,55.41097604,35258.18732,0,1,3,5
622,trat1,1,1,0,51.32707345,56579.44435,1,0,3,2
623,trat1,1,1,1,48.52062134,50744.63145,0,0,3,3
624,trat2,1,1,1,32.48912626,55878.721,0,0,3,2
625,ctrl,0,0,0,60.86160692,47977.55402,1,0,2,3
626,trat2,0,0,0,51.60679998,42923.44009,0,0,3,2
627,ctrl,0,0,0,50.22187053,37050.15288,0,0,1,2
628,trat1,0,0,0,38.00124621,41728.4612,1,1,3,2
629,trat2,1,1,0,34.21893827,67829.6026,0,1,1,2
630,ctrl,0,0,1,68.24693933,61396.07497,0,0,2,3
631,trat1,0,0,1,18,48785.82247,1,0,2,3
632,trat1,1,0,0,53.97690048,37507.99197,1,1,4,3
633,trat2,1,1,0,28.04196033,68551.54058,1,1,5,3
634,trat1,0,0,0,45.23632785,44459.25466,0,0,2,1
635,ctrl,0,0,0,52.34876645,51126.91623,0,1,2,4
636,ctrl,1,0,0,60.18616272,35908.07759,0,1,3,2
637,trat1,0,0,1,44.93712237,48924.73332,0,1,3,2
638,trat1,1,1,1,44.377379,58983.40913,1,1,3,3
639,trat1,0,0,1,50.65045738,44533.00921,1,0,5,2
640,trat2,1,1,0,43.04773941,68762.15405,1,1,2,2
641,trat2,0,0,0,70,44751.17872,1,1,2,3
642,trat1,1,1,0,44.20223907,57778.97308,0,0,3,2
643,trat1,1,1,1,41.49085603,54345.79405,1,1,3,3
644,trat2,1,0,1,37.09283965,43507.76486,1,0,2,4
645,ctrl,0,0,0,32.62658124,33534.97598,1,0,2,2
646,trat2,0,0,0,70,44097.4563,0,0,3,3
647,trat1,1,0,1,50.31986147,33402.65261,1,1,4,3
648,ctrl,0,0,0,51.54860898,47056.88798,1,1,2,2
649,ctrl,0,0,1,42.84893978,42935.48138,1,1,2,4
650,trat2,1,1,1,33.0504785,61672.4222,1,0,3,2
651,trat1,0,0,0,31.32055013,39635.98865,0,0,2,3
652,trat1,0,0,1,38.98686664,38846.64781,0,0,3,2
653,trat2,1,0,1,65.25646255,51215.66168,1,0,2,3
654,trat2,0,0,1,41.17785066,32755.60235,1,1,5,2
655,trat1,1,1,0,57.96703948,55726.45649,0,0,3,2
656,trat1,0,0,0,58.97524766,42931.96763,0,1,3,3
657,trat1,1,0,1,50.40010615,46255.72942,1,0,3,5
658,ctrl,0,0,0,62.40885097,38202.84604,1,1,3,3
659,trat2,0,0,0,44.21422834,35909.06817,1,0,3,2
660,trat2,1,1,1,52.17486335,66127.11835,1,1,3,2
661,trat1,1,0,0,55.24988552,47877.37438,0,0,2,4
662,trat1,1,1,0,37.06734501,57107.72037,0,1,3,3
663,ctrl,0,0,1,45.33337405,43303.95201,0,1,3,2
664,trat1,0,0,0,48.86263721,46479.33727,0,1,4,3
665,ctrl,0,0,1,58.76795372,47586.32304,0,0,5,2
666,ctrl,1,0,1,51.29159811,40370.86272,1,1,2,3
667,trat1,1,1,1,63.14882704,66228.39488,1,1,5,2
668,ctrl,0,0,0,58.16907792,46459.50776,1,1,3,2
669,trat2,1,1,0,22.01000693,65045.99513,0,1,3,2
670,ctrl,0,0,0,48.46918402,40385.26804,0,0,2,2
671,ctrl,0,0,0,54.22711307,43304.89152,0,0,3,2
672,trat2,1,0,0,68.53005667,36278.06569,0,1,4,3
673,ctrl,1,1,1,35.01507959,33669.84423,1,1,5,2
674,ctrl,0,0,0,56.92347941,37027.31324,0,0,3,3
675,trat2,1,1,1,34.35051142,51443.5595,1,1,4,2
676,trat2,1,1,0,31.91913662,62517.15568,1,1,1,3
677,trat1,1,0,1,45.3568835,47748.9174,0,1,3,2
678,ctrl,0,0,1,33.46698234,43502.1819,1,0,3,2
679,trat2,1,1,0,29.28366673,75245.53547,1,0,3,4
680,trat2,1,0,0,33.56060432,41855.56167,0,0,3,4
681,trat1,1,1,0,37.2100262,60021.99885,1,1,3,2
682,trat1,0,0,1,43.06279213,55760.79835,1,1,2,2
683,trat1,1,1,0,54.96605866,63521.79264,0,0,5,3
684,trat1,1,0,1,44.69649249,36700.66562,1,1,2,1
685,trat1,0,0,1,66.25623459,43033.94274,0,0,5,3
686,trat2,0,0,1,54.07321219,36847.25506,0,1,2,3
687,trat2,0,0,0,60.61485662,43694.92964,0,1,2,1
688,ctrl,0,0,0,56.85036875,52795.55525,0,0,3,2
689,trat2,0,0,1,58.07504088,47825.66402,1,0,2,5
690,ctrl,0,0,0,54.09857513,38633.23788,1,0,3,1
691,ctrl,0,0,0,50.72841231,44838.33314,1,0,5,3
692,trat2,1,1,0,40.12728376,62201.04054,1,0,3,3
693,trat2,0,0,1,50.66672983,42373.96247,1,0,2,2
694,ctrl,1,0,0,51.72212803,38024.7932,0,1,3,3
695,ctrl,1,0,1,42.2052783,37825.47737,1,0,2,3
696,trat2,1,1,0,41.66688383,60661.10061,0,1,5,2
697,ctrl,0,0,1,50.40081196,42974.18945,0,0,2,2
698,ctrl,0,0,1,51.26324047,43443.31087,0,1,3,3
699,trat2,1,1,0,29.53182867,65827.099,0,1,3,3
700,trat2,1,0,1,36.61265135,39601.73403,0,1,1,3
701,trat1,0,0,1,57.82597285,39105.02612,0,1,3,3
702,ctrl,1,0,0,43.29357494,46139.09753,1,1,2,3
703,ctrl,1,1,0,62.97999835,29803.20418,1,1,2,2
704,trat1,0,0,0,48.24392624,41723.37794,1,1,3,3
705,ctrl,0,0,1,63.57311268,47957.11906,1,0,3,3
706,trat2,0,0,1,61.98620829,51227.05922,1,0,3,5
707,trat2,0,0,0,65.05455969,50370.16279,0,0,2,1
708,trat2,1,1,0,26.45608489,67349.95339,1,0,2,2
709,ctrl,0,0,0,32.18113561,31243.76106,0,1,3,3
710,trat2,1,1,0,22.43044388,77687.31675,1,1,4,3
711,trat2,1,0,1,52.12309104,44853.12731,0,0,1,2
712,trat2,0,0,0,53.76683669,42083.83927,0,1,2,4
713,trat2,1,1,0,43.99075141,67374.48647,0,0,3,3
714,trat1,1,1,1,42.80399158,54872.4665,0,0,3,2
715,trat2,1,0,1,46.58113479,42354.25426,0,1,2,3
716,trat2,0,0,1,42.62118645,41257.48716,0,1,2,3
717,ctrl,1,0,1,51.43573995,53393.59602,0,1,5,2
718,ctrl,1,0,0,46.59658849,50064.18029,0,0,3,3
719,trat1,1,0,1,39.70551297,42620.51062,0,0,2,4
720,ctrl,0,0,1,37.5645558,50809.84356,0,1,1,3
721,trat2,1,1,0,43.26032525,66677.0018,1,1,5,2
722,trat1,1,1,1,70,57491.87981,1,1,3,4
723,trat1,0,0,1,57.52188932,46716.39593,0,1,5,2
724,trat1,1,1,0,42.50836312,63962.1252,1,0,3,2
725,trat2,1,1,0,35.86940671,62700.98712,1,0,3,2
726,trat1,1,1,1,44.00571913,50752.65702,1,0,2,5
727,trat1,1,1,1,52.17116878,60011.01413,0,1,5,3
728,trat2,0,0,1,56.04777378,44532.49931,1,0,3,3
729,trat1,0,0,1,60.05656819,38161.95291,0,1,2,5
730,ctrl,0,0,0,51.346206,39610.32632,1,1,2,4
731,trat2,0,0,1,54.85080161,32130.45134,0,0,2,2
732,trat1,1,0,1,58.56787693,43369.74611,1,0,2,2
733,trat2,1,1,0,46.86749709,61224.46055,1,1,2,2
734,trat1,0,0,1,42.46138658,50425.97015,0,1,3,3
735,ctrl,0,0,1,48.67394997,40986.3646,1,0,3,3
736,ctrl,0,0,1,44.77467325,44625.73236,0,1,3,2
737,trat1,1,0,0,59.46141528,57694.61434,1,0,3,3
738,trat1,0,0,1,53.03856182,43703.42766,0,1,4,2
739,ctrl,1,0,0,39.68793738,47691.74417,1,0,2,2
740,ctrl,1,0,0,57.028852,34962.45195,1,0,2,3
741,trat1,0,0,0,40.40102462,39752.07678,1,0,4,2
742,ctrl,0,0,0,49.20948791,47253.24857,1,1,2,3
743,ctrl,1,1,1,46.20634299,27723.82794,0,1,2,3
744,trat2,1,1,0,24.94859987,72177.58721,1,1,2,3
745,ctrl,0,0,1,43.60815665,45480.47635,0,1,2,3
746,trat2,1,1,0,40.84441466,59034.38074,1,0,3,3
747,trat1,1,0,1,54.64973584,52380.61361,0,0,2,3
748,ctrl,0,0,1,51.64865993,50491.28287,0,0,2,3
749,trat1,1,1,0,50.60369111,60486.46097,1,1,2,2
750,trat1,0,0,0,43.08142219,40218.80223,1,1,4,2
751,ctrl,1,0,0,40.00085804,40344.53165,0,0,2,4
752,ctrl,0,0,1,54.54445295,46936.10974,0,0,1,3
753,ctrl,0,0,1,56.27317419,31501.90363,1,0,2,2
754,ctrl,1,0,0,56.30615213,38904.44032,1,1,3,2
755,trat2,1,1,0,40.18539967,61466.17171,0,0,3,2
756,trat2,1,1,0,39.34499628,56344.97286,0,0,4,2
757,trat2,0,0,0,56.27912996,45341.97295,1,1,3,5
758,trat1,1,1,1,48.30888387,57335.91896,1,0,3,2
759,ctrl,1,0,1,34.98604611,44317.35217,0,0,3,3
760,ctrl,0,0,0,29.66700971,46076.79957,1,0,2,2
761,trat2,1,1,0,56.33591299,67510.17961,0,0,3,2
762,ctrl,0,0,0,45.11299761,40985.90683,0,1,3,4
763,trat2,0,0,1,51.19713345,55912.15883,1,1,3,2
764,trat2,0,0,0,54.57105004,47213.46769,0,1,3,2
765,trat2,1,1,0,36.68584493,61037.10135,1,1,3,2
766,ctrl,1,1,1,37.71368373,32091.43934,1,1,3,2
767,ctrl,0,0,0,37.697365,52113.62917,1,1,3,3
768,trat2,1,1,0,18,63074.44841,1,0,3,2
769,trat1,0,0,0,39.10383989,46664.23065,1,0,5,3
770,trat2,0,0,1,56.41884573,49455.87672,0,0,2,2
771,trat1,1,0,1,38.36818561,52014.84962,1,0,3,2
772,trat1,0,0,0,59.22220087,51984.31878,1,0,2,3
773,trat1,1,1,1,43.05057769,56035.00339,1,0,5,2
774,trat1,1,1,1,48.35783883,59187.22162,0,0,3,2
775,ctrl,1,0,0,46.85938586,42103.45245,0,1,2,2
776,ctrl,0,0,0,41.33415739,46063.71366,0,0,2,3
777,ctrl,0,0,1,53.87965184,48940.19567,1,0,3,2
778,trat2,1,1,0,31.6514355,69898.12146,0,1,3,2
779,trat2,1,1,0,22.85644441,62701.98998,1,0,3,3
780,trat1,0,0,0,64.11618057,49673.2315,1,0,3,4
781,ctrl,1,0,0,51.94603353,40303.69265,1,0,2,2
782,trat1,0,0,1,65.29634483,50013.73176,0,0,3,3
783,ctrl,0,0,0,64.96660936,51377.04794,1,0,3,4
784,trat2,1,1,0,28.00717298,61701.08418,1,0,4,2
785,trat1,1,0,1,34.76653155,47720.02457,0,0,2,2
786,trat2,0,0,0,49.61803576,48523.14387,1,1,2,2
787,ctrl,0,0,0,62.71556766,39205.63296,1,1,3,2
788,ctrl,0,0,1,38.3529809,50852.74148,0,0,2,2
789,ctrl,1,0,0,34.78752401,53531.88583,0,0,4,2
790,trat1,1,1,0,48.71074023,64136.21354,1,1,3,2
791,trat1,1,1,0,46.81749102,65370.37737,1,1,3,3
792,trat2,0,0,0,29.57432942,49232.2037,0,1,1,2
793,ctrl,1,0,1,51.48619252,37837.16395,1,1,5,2
794,trat2,1,1,1,35.93880085,66936.73683,0,0,1,3
795,trat1,1,1,1,51.69770101,62817.33386,1,0,3,3
796,trat2,1,1,0,27.50056392,61261.78291,1,0,3,2
797,ctrl,1,0,0,44.15065115,39462.15334,0,0,1,5
798,ctrl,0,0,1,58.64234136,43357.42756,1,1,2,3
799,trat2,1,0,0,52.19553165,46768.04728,0,0,3,2
800,ctrl,0,0,0,58.49116768,47353.1297,0,1,2,3
801,trat2,1,0,0,49.87050527,56112.9666,0,1,3,3
802,trat2,0,0,1,49.12850845,47302.66552,1,1,3,4
803,ctrl,0,0,1,33.98439302,43292.5318,0,1,3,3
804,ctrl,1,0,1,56.76831167,53625.16877,1,0,3,2
805,ctrl,0,0,0,41.42669277,49901.88432,1,0,2,3
806,trat1,1,0,1,60.17188337,27509.408,1,0,2,2
807,trat2,1,1,1,38.38968934,72081.51856,0,0,4,4
808,trat2,0,0,0,47.47587365,53417.12549,0,0,5,2
809,trat1,1,0,1,62.88874258,44212.58214,0,1,2,2
810,trat2,0,0,1,59.63019378,39643.82402,1,1,3,3
811,ctrl,0,0,0,47.7116856,60002.16569,0,1,5,3
812,trat1,1,1,1,31.03085809,71216.85287,0,1,3,3
813,trat2,0,0,1,53.01594799,39208.13295,1,1,3,5
814,trat1,1,0,0,60.1435127,53311.77305,0,0,2,2
815,trat1,1,0,0,49.11445749,47877.98152,0,0,4,3
816,ctrl,0,0,0,50.90023833,37038.05832,1,1,2,3
817,ctrl,0,0,0,54.80005197,44952.36976,0,0,2,2
818,ctrl,1,1,1,48.64132959,31176.9916,0,0,3,1
819,trat2,1,1,0,18,70022.92991,0,0,3,2
820,trat2,1,1,0,48.27349014,72816.89136,1,0,1,2
821,trat1,1,0,0,29.01181155,41034.62687,0,0,2,3
822,ctrl,0,0,1,47.52423293,47265.92282,1,0,1,3
823,trat2,1,1,1,42.76028738,67018.70843,1,0,3,2
824,trat1,1,0,0,48.46175515,38410.90671,1,1,4,3
825,trat1,0,0,0,37.70912941,51204.98932,0,1,3,4
826,ctrl,0,0,1,36.13546183,48673.47465,0,1,5,3
827,trat2,0,0,1,59.93399908,62082.83618,1,1,3,3
828,ctrl,1,0,0,45.732191,35991.84743,0,1,2,3
829,ctrl,0,0,0,63.71259731,41569.23134,0,0,2,5
830,trat1,1,0,1,51.08530621,56164.26275,0,1,5,2
831,ctrl,1,0,0,47.60622425,57489.92173,1,1,2,2
832,trat1,0,0,1,37.23141495,46575.47076,1,0,5,5
833,trat2,1,0,1,44.02663487,44099.97354,1,1,3,3
834,trat1,1,1,1,45.75329933,70857.91175,1,0,3,3
835,trat2,1,1,1,36.93787588,67712.80157,0,0,3,2
836,trat2,1,1,0,36.94350163,57289.47891,0,0,2,2
837,trat1,0,0,0,47.82392222,50944.72819,0,0,3,3
838,trat2,0,0,0,55.43146599,50879.55477,0,0,3,2
839,ctrl,0,0,1,44.83000771,37305.71343,1,0,2,3
840,ctrl,1,0,1,45.56277407,42641.44883,1,1,3,4
841,trat1,1,0,1,45.58377125,43472.40782,1,1,3,2
842,trat1,1,0,1,59.07420876,44687.96682,0,1,3,3
843,trat2,1,1,1,32.79519025,66508.82694,1,1,3,5
844,ctrl,0,0,1,46.56359278,59143.07848,1,0,4,4
845,trat2,0,0,0,54.58027795,62205.86011,0,1,3,2
846,ctrl,0,0,0,53.11423138,43967.46666,1,0,2,2
847,trat1,1,1,1,63.8292161,67176.8907,0,1,3,2
848,ctrl,0,0,0,70,53034.18039,0,0,1,3
849,ctrl,0,0,0,57.27791604,32969.98316,0,0,3,3
850,ctrl,0,0,1,50.25967544,45067.06207,0,0,2,2
851,ctrl,1,0,1,34.15994383,49466.55802,0,1,2,3
852,trat1,0,0,1,42.0791289,35742.36696,1,1,3,3
853,trat1,1,1,1,40.21295142,66196.45904,1,1,3,4
854,trat1,1,1,1,46.77329249,64461.64836,0,1,5,2
855,trat2,0,0,0,52.94724439,43967.24219,1,0,1,2
856,trat2,1,1,1,33.97289816,63839.14464,1,1,3,1
857,trat1,1,0,1,61.69201214,36177.9311,0,0,3,3
858,ctrl,0,0,0,36.81540542,42748.99215,0,1,2,3
859,ctrl,0,0,0,39.20371379,48846.18845,1,0,2,2
860,trat1,1,1,0,46.23609137,56822.72401,0,0,3,3
861,trat2,0,0,1,63.60975293,42016.07491,1,0,2,2
862,ctrl,0,0,1,41.16458355,37324.85574,1,0,4,2
863,trat2,0,0,1,67.50932284,56505.12688,0,1,2,2
